类型|留言标题|留言内容|留言时间|答复内容|答复部门|答复时间|主题分类|行政区域
建议|建议增加公交921快车反方向|921快车的线路非常好，但目前只有早高峰城子到地铁阜通站，没有反方向。建议在晚高峰增加反方向的921快车，方便上班族。建议运营时间：16:30-17:40设站：地铁阜通站、京密路丽都饭店、惠新东桥南、和平西桥北、安贞桥西、马甸桥东、北太平桥西、蓟门桥东、地铁大钟寺站、四通桥东、三义庙、远大路东口、东冉村、四季青桥北、佟家坟、海淀区残联、南平庄、西平庄、巨山农场、双峪、新桥大街、城子。希望采纳我的建议！|2021-10-07|来信人您好，您的来信我们已收悉，针对您的意见，现答复如下：经核实，921路大站快车是为满足工作日早高峰期间乘客快速进入市区所采取的单方向调度措施。因晚高峰城市道路拥堵严重，不具备设置快车的条件，因此921路暂无在晚高峰设置快车的计划。感谢您对公交行业的关注，欢迎您继续监督我们的工作。|公交集团公司|2021-10-14|公共交通线路|NaN
建议|建议980公交车在10号线地铁芍药居站旁增设公交站|980路现有运行线路在10号线芍药居地铁站旁经过，具备不改变线路的前提下增设站点的条件。建议980增设一站，方便群众出行。|2021-10-06|来信人您好，您的来信我们已收悉，针对您的意见，现答复如下：经核实，进京方向的芍药居站路边停有一排私家车，影响公交车进站，公交车只能一半停在自行车道一半停在第二条车道，存在严重的安全隐患。另外，出京方向的芍药居站，乘客没有等车区域，现已有两条公交线路在此处设站，等车的乘客已经被挤到行车道上候车，乘客存在安全隐患。综合各方面因素，您的建议暂时无法满足，请谅解。感谢您对公交行业的关注，欢迎您继续监督我们的工作。|公交集团公司|2021-10-14|公共交通线路|NaN
建议|60路公交增加一站的建议|希望60路，在东安门增加一站，方便乘客等车。谢谢|2021-10-05|来信人您好，您的来信我们已收悉，针对您的意见，现答复如下：经核实，乘客所述的东安门站，距60路现有站位锡拉胡同站距过近（200米），根据《北京地面公交线网总体规划》，普通线路站距适宜在500-800米之间，因此暂无法增加该站位。感谢您对公交行业的关注，欢迎您继续监督我们的工作。|公交集团公司|2021-10-14|公共交通线路|NaN
建议|建议加开市区直达郊区热门景点的公交车|建议：建议加开市区（包括郊区高铁站如怀柔南，密云，延庆等）直达郊区热门景点（如红螺寺，爨底下，喇叭沟门等）的公交车。谢谢|2021-10-05|来信人您好，您的来信我们已收悉，针对您的意见，现答复如下：感谢您对公交线网优化提出的宝贵建议，我们将认真汇总、梳理、研究您的建议，将您的建议纳入公交集团线网优化方案中。感谢您对公交行业的关注，欢迎您继续监督我们的工作。|公交集团公司|2021-10-14|公共交通线路|NaN
建议|建议调整676路|建议调整676路，由长椿街路口西延长至广安胡同北口，增设:广安胡同北口，长椿街路口西为单向站位。|2021-10-03|来信人您好，您的来信我们已收悉，针对您的意见，现答复如下：公交运营线路调整既要符合线网规划，又要符合大多数乘客出行需求，还要有相关政策和配套的场站设施支持，并得到市相关部门的审批。我们将认真汇总、梳理、研究您的建议，将您的建议纳入公交集团线网优化方案中。同时我们也会根据城市公交线网的整体规划，逐步增开和调整公交线路，以方便百姓出行。感谢您对公交行业的关注，欢迎您继续监督我们的工作。|公交集团公司|2021-10-14|公共交通线路|NaN
建议|建议北京公交120路缩短间隔|以前120用通道车时候，间隔短车大，现在换成单机车间隔还是10分钟一班，导致国庆期间乘客多车厢拥挤，降低舒适度。建议电车分公司多给120路加车，同时将2路单机纯电动车加给120路，2路的单机车目前上线率极低。希望120间隔缩短为8分钟一班。|2021-10-03|来信人您好，您的来信我们已收悉，针对您的意见，现答复如下：经查，根据乘客提供的时间，左家庄发车时间为8-12分钟，通过调取客流数据分析，行车计划能够乘客的出行需求，且符合满载标准。受道路拥堵情况影响，导致到站间隔扩大。我们会密切关注运营间隔，灵活采取调度措施，减少乘客的等车时长，提高我们的运营服务质量。感谢您对公交行业的关注，欢迎您继续监督我们的工作。|公交集团公司|2021-10-11|公共交通线路|NaN
建议|建议609路恢复原线，634路和450路无法替代609路|建议609路恢复海淀南路、苏州街、西三环一线行驶，同时将613路改回原660走向，并调整至金庄，就是613路改走609路北京城市学院至金庄路段。|2021-10-02|来信人您好，您的来信我们已收悉，针对您的意见，现答复如下：公交运营线路调整既要符合线网规划，又要符合大多数乘客出行需求，还要有相关政策和配套的场站设施支持，并得到市相关部门的审批。我们将认真汇总、梳理、研究您的建议，将您的建议纳入公交集团线网优化方案中。同时我们也会根据城市公交线网的整体规划，逐步增开和调整公交线路，以方便百姓出行。感谢您对公交行业的关注，欢迎您继续监督我们的工作。|公交集团公司|2021-10-14|公共交通线路|NaN
建议|建议尽快补全110路沿途无轨电车线网|110路全程往返升降杆20次严重影响运行效率，中途断断续续两步路降杆一次。建议恢复110路天桥路口东向南转弯线网，架设崇文门西-天坛北门线网，同时架设崇文门路口北向西线网和东四路口南向东线网，尽最大可能增加升杆里程，减少升降杆次数，强烈希望得到采纳！！！|2021-10-02|来信人您好，您的来信我们已收悉，针对您的意见，现答复如下：经核实，乘客所提到的路口线网都是需要电车转弯的弯道线网，弯道线网需要在空中架设较多的横线及圏横线来支撑线网，会显得比较复杂，因此暂时还无法恢复您所提到的路口弯道线网，目前我们正在试用新的交叉器准备逐步恢复路口直道交叉的线网。感谢您对公交行业的关注，欢迎您继续监督我们的工作。|公交集团公司|2021-10-14|公共交通线路|NaN
建议|建议北京公交109路缩短节假日发车间隔增加神武门-西单区间车|神武门站乘坐109乘客极多，根据本人1号和2号现场查看情况来看，车内都很拥挤，部分车辆甚至挤不上。而大多数乘客都到西单下车，因此建议：1，增加神武门-西单商场区间车2，缩小发车间隔为5分钟一班。现有配车数量完全可以满足5分钟一班。3，如果109沿线不存在限高问题，则在节假日抽调9路的双层车支援109路。目前9路节假日每天约10辆车不上线，可以支援109，反正都是电车公司的线路。综上所述，希望电车分公司能进行研究，保障乘客舒适出行。谢谢。|2021-10-02|来信人您好，您的来信我们已收悉，针对您的意见，现答复如下：经查，109路在国庆期间增加了车次，缓解了神武门乘客疏散的问题。目前109路不需要跨线支援，本线路配车能够满足乘客的出行需求，且线路支援还涉及驾驶员、实际道路情况等多种因素。车队会密切关注客流情况，适时调整行车计划，方便市民出行。感谢您对公交行业的关注，欢迎您继续监督我们的工作。|公交集团公司|2021-10-14|公共交通运营|NaN
建议|建议599路减站|建议取消599路“鹿圈”一站，本站周边没有居住区也没有商圈，长年双方向都无人上下车。|2021-10-02|来信人您好，您的来信我们已收悉，针对您的意见，现答复如下：经查，599路首站博兴六路公交场站，末站前门。目前鹿圈站有乘客出行需求，如果撤销此站，会给乘客出行带来不便，因此暂不建议撤销鹿圈站，您的建议将作为今后我们工作的参考。感谢您对公交行业的关注，欢迎您继续监督我们的工作。|公交集团公司|2021-10-14|公共交通线路|NaN
